,sno,sna,tot,sbi,sarea,mday,lat,lng,ar,sareaen,snaen,aren,bemp,act,srcUpdateTime,updateTime,infoTime,infoDate
310,500104090,YouBike2.0_社子國小_1,20,14,士林區,2023-05-27 15:29:14,25.09029,121.50189,延平北路六段/社中街(社子國小對面跨提便道橋下),Shilin Dist,YouBike2.0_SheZi Elementary School,Sec. 6， Yanping N. Rd./Shezhong St. Intersection (South),6,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:29:14,2023-05-27
311,500104091,YouBike2.0_捷運劍潭站(1號出口),70,15,士林區,2023-05-27 15:41:16,25.08577,121.52531,捷運劍潭站(1號出口)北側,Shilin Dist,YouBike2.0_MRT Jianta Sta. (Exit 1),MRT Jianta Sta. (Exit 1) (North),55,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:41:16,2023-05-27
312,500104092,YouBike2.0_德行東山路口,12,9,士林區,2023-05-27 15:21:16,25.1107,121.53999,德行東路/東山路(西北側),Shilin Dist,YouBike2.0_Dexing Rd. & Dongshan Rd. Intersection,Dexing E. Rd. & Dongshan Rd. Intersection (Northwest),2,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:21:16,2023-05-27
313,500104094,YouBike2.0_重慶北通河西街口,12,7,士林區,2023-05-27 14:37:14,25.08756,121.51177,重慶北路四段276號(前),Shilin Dist,YouBike2.0_Chongqing N. Rd. & Tonghe W. St. Intersection,No. 276， Sec. 4， Chongqing N. Rd.,5,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 14:37:14,2023-05-27
316,500104097,YouBike2.0_士林區農會社子分部,8,6,士林區,2023-05-27 15:09:14,25.08912,121.5049,社子街162號旁,Shilin Dist,YouBike2.0_Shilin District Farmers' Association (Shezi St.),No. 162， Shezi St.,2,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:09:14,2023-05-27
317,500104098,YouBike2.0_承德劍潭路口,19,18,士林區,2023-05-27 15:12:04,25.0841,121.52341,承德路四段與劍潭路口西側,Shilin Dist,YouBike2.0_Chengde Rd. & Jiantan Rd. Intersection,Sec. 4， Chengde Rd. & Jiantan Rd. Intersection (West),1,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:12:04,2023-05-27
318,500104099,YouBike2.0_文林路101巷口,7,5,士林區,2023-05-27 15:14:14,25.08761,121.52608,文林路100號前,Shilin Dist,YouBike2.0_Ln. 101， Wenlin Rd.,No. 100， Wenlin Rd.,2,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:14:14,2023-05-27
320,500104101,YouBike2.0_延平北路五段257巷4弄口,15,10,士林區,2023-05-27 15:41:16,25.08471,121.5089,延平北路五段257巷17號前,Shilin Dist,YouBike2.0_Aly. 4， Ln. 257， Sec. 5， Yanping N. Rd.,No. 17， Ln. 257， Sec. 5， Yanping N. Rd.,5,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:41:16,2023-05-27
321,500104102,YouBike2.0_啟明學校,16,10,士林區,2023-05-27 15:44:14,25.11742,121.53472,忠誠路二段200號(新光三越天母店)對側,Shilin Dist,YouBike2.0_Taipei School For The Visually Impaired,No. 200， Sec. 2， Zhongcheng Rd. (Opposite),5,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:44:14,2023-05-27
323,500104104,YouBike2.0_德行公園,14,10,士林區,2023-05-27 15:43:15,25.10585,121.52376,德行西路33號對側,Shilin Dist,YouBike2.0_Dexing Park,No. 33， Dexing W. Rd. (Opposite),4,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:43:15,2023-05-27
324,500104105,YouBike2.0_承德後港街口,11,5,士林區,2023-05-27 15:05:16,25.08238,121.52309,承德路四段/後港街口,Shilin Dist,YouBike2.0_Chengde Rd & Hougang St. Intersection,Sec. 4， Chengde Rd & Hougang St. Intersection,5,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:05:16,2023-05-27
325,500104106,YouBike2.0_中山北路五段698巷口,15,5,士林區,2023-05-27 15:42:14,25.09765,121.52757,中山北路五段692號前,Shilin Dist,YouBike2.0_Ln. 698， Sec. 5， Zhongshan N. Rd.,No. 692， Sec. 5， Zhongshan N. Rd.,10,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:42:14,2023-05-27
326,500104107,YouBike2.0_捷運士林站(1號出口),38,9,士林區,2023-05-27 15:40:22,25.09561,121.52552,中正路236巷/中正路口,Shilin Dist,YouBike2.0_MRT Shilin Sta. (Exit 1),Ln. 236， Zhongzheng Rd. & Zhongzheng Rd. Intersection,26,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:40:22,2023-05-27
327,500104108,YouBike2.0_捷運芝山站(2號出口)_1,62,22,士林區,2023-05-27 15:44:14,25.10336,121.52263,福華路/福華路162巷(東南側),Shilin Dist,YouBike2.0_MRT Zhishan Sta. (Exit 2)_1,Fuhua Rd. & Ln. 162， Fuhua Rd. Intersection (Southeast),40,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:44:14,2023-05-27
328,500104109,YouBike2.0_銘傳大學(中山北路五段280巷口),23,18,士林區,2023-05-27 14:37:14,25.08762,121.52711,中山北路五段280巷口,Shilin Dist,YouBike2.0_MCU (Ln. 280， Sec. 5， Zhongshan N. Rd.),Ln. 280， Sec. 5， Zhongshan N. Rd.,5,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 14:37:14,2023-05-27
329,500104110,YouBike2.0_海光公園南側,12,9,士林區,2023-05-27 15:43:15,25.08036,121.5084,葫蘆街79號對側公園,Shilin Dist,YouBike2.0_Haiguang Park (South),No. 79， Hulu St. (Opposite),3,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:43:15,2023-05-27
331,500104112,YouBike2.0_劍潭郵局,16,10,士林區,2023-05-27 15:27:14,25.08182,121.52431,基河路/承德路四段77巷口(捷運橋下),Shilin Dist,YouBike2.0_Shihlin Jiantan Post Office,Jihe Rd. & Ln. 77， Sec. 4， Chengde Rd. Intersection (Under Bridge),6,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:27:14,2023-05-27
332,500104113,YouBike2.0_士東路91巷口,16,13,士林區,2023-05-27 15:39:14,25.11247,121.52914,士東路91巷3號旁,Shilin Dist,YouBike2.0_Ln. 91， Shidong Rd.,No. 3， Ln. 91， Shidong Rd.,3,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:39:14,2023-05-27
333,500104114,YouBike2.0_美崙公園,13,7,士林區,2023-05-27 15:33:14,25.09677,121.51931,美崙街118號斜對面人行道,Shilin Dist,YouBike2.0_Meilun Park,No. 118， Meilun St. (Opposite),6,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:33:14,2023-05-27
335,500104116,YouBike2.0_天母東路8巷/忠誠路二段154巷口,14,8,士林區,2023-05-27 15:26:16,25.11579,121.53113,天母東路8巷57號對側,Shilin Dist,YouBike2.0_Ln. 8， Tianmu E. Rd. & Ln. 154， Sec. 2， Zhongcheng Rd. Intersection,No. 57， Ln. 8， Tianmu E. Rd. (Opposite),6,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:26:16,2023-05-27
341,500105005,YouBike2.0_捷運萬隆站(2號出口),12,6,文山區,2023-05-27 15:43:15,25.00144,121.53983,興隆路一段70巷/羅斯福路5段211巷26弄口,Wenshan Dist,YouBike2.0_MRT Wanlong Sta. (Exit 2),Ln. 70， Sec. 1， Xinrong Rd. & Aly. 26， Ln. 211， Sec. 5， Roosevelt Rd.,5,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:43:15,2023-05-27
342,500105006,YouBike2.0_景仁公園,16,10,文山區,2023-05-27 15:35:15,24.99621,121.54043,羅斯福路六段142巷1號(旁),Wenshan Dist,YouBike2.0_Jingren Park,No. 1， Ln. 142， Sec. 6， Roosevelt Rd.,6,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:35:15,2023-05-27
343,500105007,YouBike2.0_捷運景美站(2號出口),63,15,文山區,2023-05-27 15:44:14,24.99366,121.54124,景文街1號(對面),Wenshan Dist,YouBike2.0_MRT Jingmei Sta. (Exit 2),No. 1， Jingwen St. (Opposite),48,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:44:14,2023-05-27
344,500105008,YouBike2.0_羅斯福景隆街口,20,5,文山區,2023-05-27 15:40:22,24.99898,121.5403,羅斯福路六段/景隆街口(東南側),Wenshan Dist,YouBike2.0_Roosevelt Jinglong St. Intersection,Sec. 6， Roosevelt Rd. & Jinglong St. Intersection (Southeast),15,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:40:22,2023-05-27
345,500105009,YouBike2.0_景福街/羅斯福路6段142巷口,28,13,文山區,2023-05-27 15:21:16,24.99812,121.53663,景福街/羅斯福路6段142巷口,Wenshan Dist,YouBike2.0_Jingfu St & Ln. 142， Sec. 6， Roosevelt Rd Intersection,Jingfu St & Ln. 142， Sec. 6， Roosevelt Rd Intersection.,15,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:21:16,2023-05-27
346,500105010,YouBike2.0_興旺公園,30,16,文山區,2023-05-27 15:41:16,25.00587,121.55012,福興路106巷28弄96號(對面),Wenshan Dist,YouBike2.0_Xingwang Park,No. 96， Aly. 28， Ln. 106， Fuxing Rd. (Opposite),13,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:41:16,2023-05-27
348,500105012,YouBike2.0_興隆路2段203巷,32,14,文山區,2023-05-27 15:37:14,25.00346,121.54709,興隆路2段203巷108號(對面),Wenshan Dist,YouBike2.0_Ln. 203， Sec. 2， Xinglong Rd,No. 108， Ln. 203， Sec. 2， Xinglong Rd (Opposite),18,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:37:14,2023-05-27
349,500105013,YouBike2.0_景美運動公園,11,6,文山區,2023-05-27 15:15:14,25.00219,121.54454,景豐街79號(旁公園),Wenshan Dist,YouBike2.0_Jingmei Sports Park,No. 79， Jingfeng St. (Side),4,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:15:14,2023-05-27
352,500105016,YouBike2.0_景華街128巷口,20,5,文山區,2023-05-27 15:44:14,24.99543,121.54725,景華街124號(旁汽車格),Wenshan Dist,YouBike2.0_Ln 128， Jinghua St.,No. 124， Jinghua St.,13,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:44:14,2023-05-27
353,500105017,YouBike2.0_仙跡岩登山口(景興路),22,13,文山區,2023-05-27 15:41:16,24.99118,121.5436,景興街239號(前),Wenshan Dist,YouBike2.0_Xianjiyan Trailhead (Jingxing Rd.),No. 239， Jingxing Rd.,9,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:41:16,2023-05-27
356,500105020,YouBike2.0_捷運木柵站,31,6,文山區,2023-05-27 15:38:14,24.99798,121.57455,木柵路四段82巷18號前(捷運橋樑下),Wenshan Dist,YouBike2.0_MRT Muzha Sta.,No. 18， Ln. 82， Sec. 4， Muzha Rd. (Under The MRT Bridge),25,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:38:14,2023-05-27
357,500105021,YouBike2.0_捷運萬芳社區站,31,14,文山區,2023-05-27 15:26:16,24.99886,121.56769,萬芳路60號(西側廣場),Wenshan Dist,YouBike2.0_MRT Wanfang Community Sta.,No. 60， Wanfang Rd. (West),17,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:26:16,2023-05-27
358,500105022,YouBike2.0_文山運動中心,20,10,文山區,2023-05-27 15:35:15,24.99676,121.5596,興隆路三段/興隆路三段192巷8弄,Wenshan Dist,YouBike2.0_Wen Shan Sports Center,Sec. 3， Xinglong Rd./Aly. 8， Ln. 192， Sec. 3， Xinglong Rd.,10,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:35:15,2023-05-27
359,500105023,YouBike2.0_捷運辛亥站,29,8,文山區,2023-05-27 15:40:22,25.00467,121.55684,辛亥路四段114號(旁人行道),Wenshan Dist,YouBike2.0_MRT Xinhai Sta.,No. 114， Sec. 4， Xinhai Rd.,19,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:40:22,2023-05-27
360,500105024,YouBike2.0_興豐公園,21,6,文山區,2023-05-27 15:36:15,24.99982,121.54761,興隆路二段123巷/興隆路二段(西北側),Wenshan Dist,YouBike2.0_Xingfeng Park,Ln. 123， Sec. 2， Xinglong Rd./Sec. 2， Xinglong Rd. (Northwest),14,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:36:15,2023-05-27
361,500105025,YouBike2.0_木柵光輝路口,19,16,文山區,2023-05-27 15:44:14,24.98816,121.55528,木柵路一段290號(旁),Wenshan Dist,YouBike2.0_Muzha Rd. & Guanghui Rd. Intersection,No. 290， Sec. 1， Muzha Rd.,3,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:44:14,2023-05-27
364,500105028,YouBike2.0_世新大學,30,15,文山區,2023-05-27 15:39:14,24.98859,121.54336,木柵路一段17巷1號(西側),Wenshan Dist,YouBike2.0_Shih Hsin University,No. 1， Ln. 17， Sec. 1， Muzha Rd. (West),15,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:39:14,2023-05-27
365,500105029,YouBike2.0_一壽橋,16,10,文山區,2023-05-27 15:36:15,24.97837,121.55548,樟新街64號前方,Wenshan Dist,YouBike2.0_Yishou Bridge,No. 64， Zhangxin St.,5,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:36:15,2023-05-27
369,500105033,YouBike2.0_景文中學,36,8,文山區,2023-05-27 14:59:19,24.98574,121.56745,保儀路/木柵路三段102巷口(西南側),Wenshan Dist,YouBike2.0_Jingwen Bilingual High School,Baoyi Rd./Ln. 102， Sec. 3， Muxin Rd. Intersection (Southwest),28,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 14:59:19,2023-05-27
371,500105035,YouBike2.0_文山行政中心,18,12,文山區,2023-05-27 15:35:15,24.98959,121.56959,木柵路三段220號(前),Wenshan Dist,YouBike2.0_Wenshan District Admin. Center,No. 220， Sec. 3， Muzha Rd.,6,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:35:15,2023-05-27
372,500105036,YouBike2.0_木柵公園,25,5,文山區,2023-05-27 15:12:14,24.98718,121.56059,興隆路四段50號(前),Wenshan Dist,YouBike2.0_Muzha Park,No. 50， Sec. 4， Xinglong Rd.,20,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:12:14,2023-05-27
375,500105039,YouBike2.0_樟腳里公園,15,11,文山區,2023-05-27 15:01:54,24.98181,121.56567,木新路二段299巷15號(旁),Wenshan Dist,YouBike2.0_Zhangjiaoli Park,No. 15， Ln. 299， Sec. 2， Muxin Rd. (Opposite),4,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:01:54,2023-05-27
376,500105040,YouBike2.0_實踐國中,14,10,文山區,2023-05-27 15:25:15,24.98301,121.55404,忠順街一段2號(旁),Wenshan Dist,YouBike2.0_Shijian Junior High School,No. 2， Sec. 1， Zhongshun St.,4,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:25:15,2023-05-27
379,500105043,YouBike2.0_木柵社會住宅,12,8,文山區,2023-05-27 15:25:15,24.98935,121.56651,久康街24巷46號對側,Wenshan Dist,YouBike2.0_Muzha Social Housing,No. 46， Ln. 24， Jiukang St. (Opposite),4,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:25:15,2023-05-27
384,500105048,YouBike2.0_捷運萬芳醫院站(興隆路三段115巷),20,9,文山區,2023-05-27 15:32:13,24.99939,121.55848,興隆路三段115巷2號,Wenshan Dist,YouBike2.0_MRT Wanfang Hospital Sta. (Ln. 115， Sec. 3， Xinglong Rd.),No. 2， Ln. 115， Sec. 3， Xinglong Rd.,11,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:32:13,2023-05-27
386,500105050,YouBike2.0_辛亥生態公園,18,5,文山區,2023-05-27 15:36:15,25.00348,121.55642,辛亥路四段199號,Wenshan Dist,YouBike2.0_Xinhai Ecological Park,No. 199， Sec. 4， Xinhai Rd.,13,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:36:15,2023-05-27
388,500105052,YouBike2.0_國立政治大學(萬壽路),56,10,文山區,2023-05-27 15:40:22,24.98841,121.57649,萬壽路16巷6號(前),Wenshan Dist,YouBike2.0_National Chengchi University (Wanshou Rd.),No.6， Ln. 16， Wanshou Rd.,44,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:40:22,2023-05-27
389,500105053,YouBike2.0_仙岩公園,11,6,文山區,2023-05-27 15:19:14,24.99797,121.54982,仙岩路16巷37號旁,Wenshan Dist,YouBike2.0_Sian Yan Park,No. 37， Ln. 16， Xianyan Rd.,5,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:19:14,2023-05-27
391,500105055,YouBike2.0_文山第二行政中心,30,6,文山區,2023-05-27 15:43:15,25.00115,121.55142,興隆路二段160-1號前,Wenshan Dist,YouBike2.0_Wenshan 2nd District Office,No. 160-1， Sec. 2， Xinglong Rd.,24,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:43:15,2023-05-27
392,500105056,YouBike2.0_移民署訓練中心,13,5,文山區,2023-05-27 14:55:23,24.99271,121.55865,興隆路三段306號,Wenshan Dist,YouBike2.0_National Immigration Agency Training Center,No. 306， Sec. 3， Xinglong Rd.,8,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 14:55:23,2023-05-27
395,500105059,YouBike2.0_木南公園,12,6,文山區,2023-05-27 15:14:14,24.98662,121.57071,木新路二段永安街22巷口,Wenshan Dist,YouBike2.0_Mu Nan Park,Sec. 2， Muxin Rd. & Ln. 22， Yong'an St. Intersection,6,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:14:14,2023-05-27
396,500105060,YouBike2.0_實踐國中(木新路三段310巷口),17,5,文山區,2023-05-27 15:30:44,24.98339,121.55645,忠順街一段木新路三段310巷口,Wenshan Dist,YouBike2.0_Shijian Junior High School (Ln. 310， Sec. 3， Muxin Rd.),Sec. 1， Zhongshun St. & Ln. 310， Sec. 3， Muxin Rd. Intersection,9,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:30:44,2023-05-27
397,500105061,YouBike2.0_師範大學公館校區_1,25,5,文山區,2023-05-27 15:44:14,25.00753,121.53719,師大公館校區校門口(汀州路側),Wenshan Dist,YouBike2.0_National Taiwan Normal University Gongguan Campus_1,National Taiwan Normal University Gongguan Campus (Tingzhou Rd.),20,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:44:14,2023-05-27
403,500105067,YouBike2.0_萬和三號公園(北側),13,6,文山區,2023-05-27 15:30:44,25.00345,121.53636,溪洲街107巷(公園北側),Wenshan Dist,YouBike2.0_Wan He NO.3 Park,Ln. 107， Xizhou St.,5,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:30:44,2023-05-27
408,500105072,YouBike2.0_萬興國小,16,5,文山區,2023-05-27 15:40:22,24.98939,121.57682,秀明路二段114號公車亭旁,Wenshan Dist,YouBike2.0_WangXin Elementary School,No. 114， Sec. 2， Xiuming Rd.,11,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:40:22,2023-05-27
411,500105075,YouBike2.0_木柵路三段48巷,15,10,文山區,2023-05-27 15:40:22,24.98768,121.56565,木柵路三段48巷1弄口,Wenshan Dist,YouBike2.0_Ln. 48， Sec. 3， Muzha Rd.,Aly. 1， Ln. 48， Sec. 3， Muzha Rd.,5,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:40:22,2023-05-27
413,500105077,YouBike2.0_試院公園,15,8,文山區,2023-05-27 15:35:15,24.98808,121.54723,木柵路一段59巷29號對側,Wenshan Dist,YouBike2.0_Shih Yuan Park,No. 29， Ln. 59， Sec. 1， Muzha Rd. (Opposite),7,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:35:15,2023-05-27
417,500106001,YouBike2.0_臺北自來水事業處,20,6,中正區,2023-05-27 15:28:14,25.013741,121.53068,思源街1號東側,Zhongzheng Dist,YouBike2.0_Taipei Water Department,No.1， Siyuan St. (East),14,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:28:14,2023-05-27
418,500106002,YouBike2.0_汀州思源街口東南側,20,10,中正區,2023-05-27 15:44:14,25.014697,121.531908,汀州路三段思源街口東南側,Zhongzheng Dist,YouBike2.0_Tingzhou Rd. / Siyuan St. intersection (Southeast),Sec. 3， Tingzhou Rd./ Siyuan St. intersection (Southeast),9,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:44:14,2023-05-27
419,500106003,YouBike2.0_捷運公館站(1號出口),12,5,中正區,2023-05-27 15:40:22,25.014529,121.534374,羅斯福路四段68號,Zhongzheng Dist,YouBike2.0_MRT Gongguan Sta. (Exit 1),No.68， Sec. 4， Roosevelt Rd.,7,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:40:22,2023-05-27
421,500106005,YouBike2.0_捷運古亭站(9號出口),20,18,中正區,2023-05-27 15:43:15,25.02694,121.52224,羅斯福路二段100號(前方),Zhongzheng Dist,YouBike2.0_MRT Guting Sta. (Exit 9),No. 100， Sec. 2， Roosevelt Rd,2,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:43:15,2023-05-27
422,500106006,YouBike2.0_捷運古亭站(2號出口),55,24,中正區,2023-05-27 15:43:15,25.0255,121.52346,羅斯福路二段168號前,Zhongzheng Dist,YouBike2.0_MRT Guting Sta. (Exit 2),No. 168， Sec. 2， Roosevelt Rd,31,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:43:15,2023-05-27
426,500106010,YouBike2.0_紀州庵,25,16,中正區,2023-05-27 15:41:16,25.02092,121.52049,水源路/同安街口(東側),Zhongzheng Dist,YouBike2.0_Jizhouan Heritage Building,Shuiyuan Rd & Tong'an St Intersection (East),9,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:41:16,2023-05-27
430,500106014,YouBike2.0_牯嶺公園,46,11,中正區,2023-05-27 15:44:14,25.02338,121.51889,廈門街113巷/牯嶺街口(西側),Zhongzheng Dist,YouBike2.0_Guling Park,Ln. 113， Xiamen St & Guling St. Intersection (West),35,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:44:14,2023-05-27
433,500106017,YouBike2.0_南昌公園,41,24,中正區,2023-05-27 15:43:15,25.02698,121.52081,和平西路一段與南昌路二段口西北側,Zhongzheng Dist,YouBike2.0_Nanchang Park,Sec. 1， Heping W. Rd. & Sec. 2， Nanchang Rd. Intersection (Northwest),17,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:43:15,2023-05-27
434,500106018,YouBike2.0_和平重慶路口,46,5,中正區,2023-05-27 15:38:14,25.02723,121.51659,和平西路一段/福州街口東側,Zhongzheng Dist,YouBike2.0_Heping & Chongqing Rd. Intersection,Sec. 1， Heping W. Rd. & Fuzhou St. Intersection (East),38,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:38:14,2023-05-27
436,500106020,YouBike2.0_羅斯福路二段6巷口,14,7,中正區,2023-05-27 15:43:15,25.02923,121.52058,羅斯福路二段/羅斯福路二段6巷口,Zhongzheng Dist,YouBike2.0_Ln.6， Sec.2， Roosevelt Rd.,Ln. 6， Sec. 2， Roosevelt Rd. Intersection,7,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:43:15,2023-05-27
437,500106021,YouBike2.0_金華杭州南路口,21,6,中正區,2023-05-27 15:42:14,25.031,121.52211,金華街口/杭州南路二段西北側,Zhongzheng Dist,YouBike2.0_Jinhua & Hangzhou S. Rd. Intersection,Jinhua St. & Sec. 2， Hangzhou S. Rd. Intersection (Northwest)),15,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:42:14,2023-05-27
438,500106022,YouBike2.0_捷運中正紀念堂站(3號出口),18,7,中正區,2023-05-27 15:44:14,25.03239,121.51866,金華街17號前方,Zhongzheng Dist,YouBike2.0_MRT C.K.S. Memorial Hall Sta. (Exit 3),No. 17， Jinhua St.,10,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:44:14,2023-05-27
439,500106023,YouBike2.0_捷運中正紀念堂站(4號出口),21,10,中正區,2023-05-27 15:42:14,25.03376,121.51772,羅斯福路一段5號前方,Zhongzheng Dist,YouBike2.0_MRT C.K.S. Memorial Hall Sta. (Exit 4),No. 5， Sec. 1， Roosevelt Rd.,10,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:42:14,2023-05-27
440,500106024,YouBike2.0_重慶南海路口西南側,16,12,中正區,2023-05-27 15:34:14,25.03124,121.51459,重慶南路二段與南海路口西南側,Zhongzheng Dist,YouBike2.0_Chongqing & Nanhai Rd. Intersection,Sec. 2， Chongqing S. Rd. & Nanhai Rd. Intersection (Southwest),3,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:34:14,2023-05-27
442,500106026,YouBike2.0_古亭智慧圖書館,14,5,中正區,2023-05-27 15:22:14,25.02543,121.51052,中華路二段443巷45號前,Zhongzheng Dist,YouBike2.0_Guting Intelligent Library,No. 45， Ln. 443， Sec. 2， Zhonghua Rd,9,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:22:14,2023-05-27
445,500106029,YouBike2.0_南機場夜市(中華路二段),41,12,中正區,2023-05-27 15:16:15,25.02886,121.50518,中華路二段305巷至307巷,Zhongzheng Dist,YouBike2.0_Nanjichang Night Market (Sec. 2， Zhonghua Rd),Ln. 305-307， Sec. 2， Zhonghua Rd,29,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:16:15,2023-05-27
446,500106030,YouBike2.0_南海和平路口西南側,19,5,中正區,2023-05-27 15:36:15,25.03024,121.50904,南海路與和平西路二段西南側,Zhongzheng Dist,YouBike2.0_Nanhai Rd & Sec. 2， Heping W. Rd (Southwest),Nanhai Rd & Sec. 2， Heping W. Rd (Southwest),14,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:36:15,2023-05-27
447,500106031,YouBike2.0_莒光和平路口,20,8,中正區,2023-05-27 15:44:14,25.03132,121.50745,莒光路2號前,Zhongzheng Dist,YouBike2.0_Juguang Rd & Sec. 2， Heping W. Rd Intersection,No. 2， Juguang Rd.,12,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:44:14,2023-05-27
448,500106037,YouBike2.0_水源路11-1號旁,19,5,中正區,2023-05-27 15:34:14,25.01602,121.52565,水源路11-1號(旁),Zhongzheng Dist,YouBike2.0_No. 11-1， Shuiyuan Rd,No. 11-1， Shuiyuan Rd.,14,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:34:14,2023-05-27
449,500106038,YouBike2.0_南門國中,29,6,中正區,2023-05-27 15:35:15,25.03543,121.50834,廣州街8巷/廣州街口東南側,Zhongzheng Dist,YouBike2.0_Nan Men Junior High School,Ln. 8， Guangzhou St/Guangzhou St Intersection. (Southeast),21,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:35:15,2023-05-27
